name,lat,lng
RCH-0015,1.304744,103.855403
RCH-0016,1.305609,103.855308
RCH-0017,1.298939,103.852455
RCH-0018,1.301339,103.853809
RCH-0019,1.300291,103.853643
RCH-001A,1.30598,103.858365
RCH-001B,1.306605,103.857957
RCH-001C,1.306334,103.857485
RCH-001D,1.306114,103.85771
RCH-001E,1.305898,103.857947
RCH-001F,1.306446,103.857723
RCH-0020,1.306509,103.857776
RCH-0021,1.305872,103.857624
RCH-0022,1.306172,103.857289
RCH-0023,1.306239,103.85714
RCH-0024,1.305614,103.857378
RCH-0025,1.305735,103.856928
RCH-0026,1.305907,103.856839
RCH-0027,1.30564,103.856846
RCH-0028,1.305378,103.857127
RCH-0029,1.305968,103.854563
RCH-002A,1.306573,103.855219
RCH-002B,1.30715,103.855494
RCH-002C,1.30772,103.855187
RCH-002D,1.307803,103.855257
RCH-002E,1.308141,103.855067
RCH-002F,1.308176,103.8552
RCH-0030,1.306383,103.850994
RCH-0031,1.306519,103.850836
RCH-0032,1.306591,103.850747
RCH-0033,1.306671,103.850646
RCH-0034,1.307639,103.851122
RCH-0035,1.307572,103.851117
RCH-0037,1.307521,103.849416
RCH-0039,1.311429,103.85299
RCH-003A,1.311801,103.853377
RCH-003B,1.307106,103.856764
RCH-003C,1.307562,103.857039
RCH-003D,1.298734,103.850146
RCH-003E,1.303386,103.8509
RCH-003F,1.303454,103.850898
RCH-0040,1.303496,103.850314
RCH-0041,1.302868,103.850831
RCH-0042,1.302738,103.850715
RCH-0043,1.301805,103.854491
RCH-0044,1.301448,103.85255
RCH-0045,1.310226,103.859551
RCH-0046,1.298566,103.850206
RCH-0047,1.299453,103.850931
RCH-0048,1.304204,103.853263
RCH-0049,1.298206,103.849886
RCH-004A,1.298203,103.849883
RIV-0001,1.303933,103.827016
RIV-0002,1.304514,103.829047
RIV-0005,1.29595,103.839192
RIV-0006,1.300494,103.823875
RIV-0008,1.296166,103.832586
RIV-000A,1.296357,103.832438
RIV-000C,1.295746,103.836025
RIV-000D,1.297947,103.830538
RIV-000E,1.290467,103.842602
RIV-000F,1.302516,103.823906
RIV-0010,1.303301,103.830825
RIV-0011,1.295964,103.833041
RIV-0012,1.292751,103.833984
RIV-0013,1.295833,103.832859
RIV-0014,1.293645,103.833736
RIV-0015,1.293609,103.833707
SBS-0721,1.39236,103.86627
SBW-0001,1.448939,103.820433
SBW-0002,1.435844,103.825591
SBW-0003,1.458763,103.836364
SBW-0004,1.440983,103.824688
SBW-0005,1.461513,103.837591
SBW-0006,1.455876,103.834427
SBW-0007,1.443187,103.823998
SBW-0008,1.447827,103.819072
SBW-0009,1.440808,103.824753
SBW-000A,1.441269,103.824227
SBW-000B,1.437912,103.825619
SBW-000C,1.438172,103.825285
SBW-000D,1.443139,103.823672
SBW-000E,1.46285,103.838371
SBW-000F,1.462796,103.838331
SBW-0010,1.444349,103.822554
SBW-0011,1.456399,103.820779
SBW-0012,1.460002,103.815176
SBW-0013,1.46339,103.816536
SBW-0014,1.460505,103.82045
SBW-0015,1.459776,103.820905
SBW-0017,1.452252,103.821472
SBW-0018,1.451446,103.821899
SBW-0019,1.450974,103.821246
SBW-001A,1.451265,103.822349
SBW-001B,1.451521,103.823007
SBW-001C,1.452178,103.823192
SBW-001D,1.452906,103.823231
SBW-001E,1.453079,103.823891
SBW-001F,1.452082,103.823865
SBW-0020,1.450488,103.821671
SBW-0021,1.450566,103.82209
SBW-0022,1.450662,103.822481
SBW-0023,1.45143,103.823877
SBW-0024,1.450814,103.82396
SBW-0025,1.450289,103.82341
SBW-0026,1.449958,103.824162
SBW-0027,1.449781,103.824703
SBW-0028,1.449706,103.825281
SBW-0029,1.449767,103.825968
SBW-002A,1.45424,103.820272
SBW-002B,1.453899,103.820207
SBW-002C,1.452534,103.82043
SBW-002D,1.452844,103.821386
SBW-002E,1.453242,103.82114
SBW-002F,1.45314,103.820694
SBW-0030,1.453765,103.82085
SBW-0031,1.450603,103.825629
SBW-0032,1.450572,103.825009
SBW-0033,1.450765,103.824545
SBW-0034,1.45057,103.826707
SBW-0035,1.450034,103.826701
SBW-0036,1.45096,103.826298
SBW-0037,1.450966,103.827238
SBW-0038,1.450873,103.827796
SBW-0039,1.451399,103.828368
SBW-003A,1.451737,103.827994
SBW-003B,1.445933,103.818697
SBW-003C,1.44494,103.818225
SBW-003D,1.444588,103.818084
SBW-003E,1.445191,103.818502
SBW-003F,1.445343,103.818744
SBW-0040,1.446202,103.8175
SBW-0041,1.447553,103.816453
SBW-0042,1.446562,103.817267
SBW-0043,1.447019,103.816293
SBW-0044,1.447401,103.815986
SBW-0045,1.447456,103.814842
SBW-0046,1.447006,103.815686
SBW-0047,1.44615,103.815468
SBW-0048,1.44615,103.81515
SBW-0049,1.448002,103.817794
SBW-004A,1.447967,103.817517
SBW-004B,1.44794,103.818244
SBW-004C,1.44964,103.815459
SBW-004D,1.449336,103.815955
SBW-004E,1.454289,103.815914
SBW-004F,1.453896,103.815852
SBW-0050,1.453914,103.81602
SBW-0051,1.453516,103.816464
SBW-0052,1.453249,103.816759
SBW-0053,1.45346,103.817767
SBW-0054,1.453019,103.817577
SBW-0055,1.452627,103.817639
SBW-0056,1.45218,103.817847
SBW-0057,1.451877,103.818103
SBW-0058,1.451784,103.818
SBW-0059,1.451719,103.818578
SBW-005A,1.451875,103.81887
SBW-005B,1.451949,103.819256
SBW-005C,1.452353,103.819208
SBW-005D,1.452699,103.818962
SBW-005E,1.453147,103.81876
SBW-005F,1.453453,103.818501
SBW-0060,1.45364,103.818136
SBW-0061,1.454091,103.818737
SBW-0062,1.455008,103.813725
SBW-0063,1.45604,103.813149
SBW-0064,1.455979,103.81363
SBW-0065,1.452119,103.813942
SBW-0066,1.451658,103.81391
SBW-0067,1.450453,103.813999
SBW-0068,1.45019,103.814141
SBW-0069,1.448705,103.813808
SBW-006A,1.449377,103.813617
SBW-006B,1.448912,103.813545
SBW-006C,1.451604,103.815042
SBW-006D,1.452184,103.815956
SBW-006E,1.45693,103.815871
SBW-006F,1.45633,103.81626
SBW-0070,1.455103,103.816531
SBW-0071,1.455178,103.816958
SBW-0072,1.455276,103.817066
SBW-0073,1.45604,103.817795
SBW-0074,1.456631,103.817155
SBW-0075,1.456462,103.817428
SBW-0076,1.456579,103.816722
SBW-0077,1.448385,103.832953
SBW-0078,1.448072,103.833311
SBW-0079,1.449762,103.833052
SBW-007A,1.449274,103.833199
SBW-007B,1.44856,103.833775
SBW-007C,1.450639,103.831949
SBW-007D,1.45018,103.831332
SBW-007E,1.44979,103.831608
SBW-007F,1.449838,103.832472
SBW-0080,1.447929,103.83144
SBW-0081,1.448137,103.83194
SBW-0082,1.446612,103.829175
SBW-0083,1.446255,103.829483
SBW-0084,1.446086,103.829713
SBW-0085,1.445541,103.829115
SBW-0086,1.447612,103.83349
SBW-0087,1.447918,103.834036
SBW-0088,1.447265,103.83433
SBW-0089,1.447019,103.833854
SBW-008A,1.44567,103.833361
SBW-008B,1.445329,103.833913
SBW-008C,1.444655,103.833733
SBW-008D,1.445311,103.832794
SBW-008E,1.445223,103.833173
SBW-008F,1.444196,103.833018
SBW-0090,1.444769,103.831677
SBW-0091,1.444392,103.831914
SBW-0092,1.444298,103.832876
SBW-0093,1.44582,103.822936
SBW-0094,1.444976,103.822996
SBW-0095,1.444932,103.822373
SBW-0096,1.445088,103.822293
SBW-0097,1.445496,103.822135
SBW-0098,1.446221,103.822313
SBW-0099,1.445862,103.821716
SBW-009A,1.446491,103.821715
SBW-009B,1.446887,103.821536
SBW-009C,1.447,103.822438
SBW-009D,1.446216,103.822602
SBW-009E,1.444394,103.8207
SBW-009F,1.444533,103.821891
SBW-00A0,1.443676,103.821058
SBW-00A1,1.446902,103.820873
SBW-00A2,1.446157,103.821015
SBW-00A3,1.446109,103.820628
SBW-00A4,1.446427,103.819935
SBW-00A5,1.446204,103.831037
SBW-00A6,1.44645,103.831578
SBW-00A7,1.446207,103.832278
SBW-00A8,1.446217,103.832677
SBW-00A9,1.44696,103.832631
SBW-00AA,1.4468,103.832064
SBW-00AB,1.450442,103.820596
SBW-00AC,1.449973,103.820728
SBW-00AD,1.449858,103.820341
SBW-00AE,1.450276,103.820178
SBW-00AF,1.450966,103.819922
SBW-00B0,1.451271,103.819804
SBW-00B1,1.451246,103.819451
SBW-00B2,1.450634,103.8197
SBW-00B3,1.450262,103.81988
SBW-00B4,1.449862,103.820072
SBW-00B5,1.450515,103.819118
SBW-00B6,1.450121,103.819291
SBW-00B7,1.449594,103.819329
SBW-00B8,1.449966,103.818982
SBW-00B9,1.450429,103.818751
SBW-00BA,1.45052,103.818229
SBW-00BB,1.450894,103.81866
SBW-00BC,1.458989,103.827972
SBW-00BD,1.455292,103.830598
SBW-00BE,1.447804,103.813771
SBW-00BF,1.452774,103.8243
SBW-00C0,1.460138,103.815425
SBW-00C1,1.460471,103.80617
SBW-00C2,1.451437,103.81876
SBW-00C3,1.449281,103.819868
SBW-00C4,1.444413,103.81933
SBW-00C5,1.464141,103.813062
SBW-00C6,1.450028,103.818171
SBW-00C7,1.453109,103.807988
SBW-00C8,1.452614,103.816629
SBW-00C9,1.451732,103.805574
SBW-00CB,1.450823,103.823178
SBW-00CD,1.460789,103.805764
SBW-00CE,1.462259,103.837723
SBW-00CF,1.459338,103.835659
SBW-00D0,1.448716,103.819531
SBW-00D1,1.448715,103.819522
SBW-00D2,1.449348,103.821245
SBW-00D3,1.449345,103.820465
SBW-00D4,1.449258,103.820098
SBW-00D7,1.445954,103.822708
SBW-00D8,1.445759,103.822953
SBW-00D9,1.444862,103.822932
SBW-00DA,1.44526,103.823106
SBW-00DB,1.444576,103.822482
SBW-00DC,1.444896,103.822352
SBW-00DD,1.444716,103.822426
SBW-00DE,1.445006,103.822303
SBW-00DF,1.444938,103.822092
SBW-00E0,1.445141,103.822246
SBW-00E1,1.445426,103.821944
SBW-00E2,1.445469,103.821831
SBW-00E3,1.445699,103.822422
SBW-00E4,1.446064,103.821868
SBW-00E5,1.445944,103.821662
SBW-00E6,1.445886,103.82174
SBW-00E7,1.446521,103.821666
SBW-00E8,1.446226,103.821771
SBW-00E9,1.446605,103.821607
SBW-00EA,1.446948,103.821489
SBW-00EB,1.4467,103.821617
SBW-00EC,1.447062,103.822171
SBW-00ED,1.446461,103.822653
SBW-00EE,1.444394,103.821071
SBW-00EF,1.444417,103.820754
SBW-00F0,1.444469,103.821771
SBW-00F1,1.443952,103.820922
SBW-00F2,1.446904,103.820777
SBW-00F3,1.446622,103.820954
SBW-00F4,1.445935,103.820394
SBW-00F5,1.445734,103.820185
SBW-00F6,1.445876,103.820148
SBW-00F7,1.446772,103.820115
SBW-00F8,1.446074,103.820054
SBW-00F9,1.446106,103.819342
SBW-00FA,1.446631,103.818638
SBW-00FB,1.446042,103.818484
SBW-00FC,1.4457,103.818337
SBW-00FD,1.445261,103.818136
SBW-00FE,1.445036,103.818054
SBW-00FF,1.444737,103.817906
SBW-0100,1.444494,103.818758
SBW-0101,1.444653,103.819124
SBW-0102,1.445156,103.819037
SBW-0103,1.445448,103.818943
SBW-0104,1.446342,103.817511
SBW-0105,1.446663,103.818089
SBW-0106,1.446873,103.817624
SBW-0107,1.447607,103.81652
SBW-0108,1.446615,103.817256
SBW-0109,1.446883,103.816636
SBW-010A,1.447761,103.816181
SBW-010B,1.447353,103.815879
SBW-010C,1.447157,103.815013
SBW-010D,1.447442,103.814874
SBW-010E,1.446903,103.815385
SBW-010F,1.44693,103.815772
SBW-0110,1.446078,103.815652
SBW-0111,1.445711,103.815504
SBW-0112,1.446144,103.815211
SBW-0113,1.44708,103.818644
SBW-0114,1.449914,103.816715
SBW-0115,1.450071,103.816704
SBW-0116,1.449783,103.815817
SBW-0117,1.454331,103.81586
SBW-0118,1.454285,103.815483
SBW-0119,1.453817,103.81553
SBW-011A,1.453846,103.815818
SBW-011B,1.454005,103.816499
SBW-011C,1.453871,103.816074
SBW-011D,1.453981,103.816356
SBW-011E,1.454031,103.816681
SBW-011F,1.453179,103.816432
SBW-0120,1.453569,103.815835
SBW-0121,1.453301,103.816795
SBW-0122,1.453606,103.817628
SBW-0123,1.4534,103.817736
SBW-0124,1.453346,103.817536
SBW-0125,1.452982,103.817639
SBW-0126,1.453196,103.817814
SBW-0127,1.452649,103.817688
SBW-0128,1.452192,103.817888
SBW-0129,1.451899,103.818162
SBW-012A,1.451762,103.817978
SBW-012B,1.451428,103.818187
SBW-012C,1.451537,103.818586
SBW-012D,1.451473,103.818397
SBW-012E,1.451843,103.819185
SBW-012F,1.451736,103.818998
SBW-0130,1.452379,103.819231
SBW-0131,1.45213,103.81876
SBW-0132,1.452287,103.818992
SBW-0133,1.452412,103.818586
SBW-0134,1.452688,103.818951
SBW-0135,1.453123,103.818728
SBW-0136,1.452929,103.818407
SBW-0137,1.453328,103.818191
SBW-0138,1.453438,103.818479
SBW-0139,1.453831,103.818128
SBW-013A,1.453876,103.818776
SBW-013B,1.453764,103.818533
SBW-013C,1.454337,103.818693
SBW-013D,1.454468,103.814096
SBW-013E,1.452586,103.814371
SBW-013F,1.448554,103.814049
SBW-0140,1.448406,103.813879
SBW-0141,1.451523,103.814995
SBW-0142,1.451766,103.81494
SBW-0143,1.451965,103.815922
SBW-0144,1.451845,103.815583
SBW-0145,1.451643,103.816232
SBW-0146,1.451508,103.816179
SBW-0147,1.451068,103.816272
SBW-0148,1.451387,103.816379
SBW-0149,1.45072,103.816636
SBW-014A,1.450778,103.81634
SBW-014B,1.45094,103.816903
SBW-014C,1.451183,103.817198
SBW-014D,1.451588,103.817026
SBW-014E,1.452151,103.816348
SBW-014F,1.452741,103.815912
SBW-0150,1.452382,103.816634
SBW-0151,1.452693,103.815671
SBW-0152,1.452413,103.815019
SBW-0153,1.452045,103.814969
SBW-0154,1.452816,103.814874
SBW-0155,1.453032,103.81528
SBW-0156,1.455325,103.815469
SBW-0157,1.456127,103.815402
SBW-0158,1.455917,103.815284
SBW-0159,1.455939,103.815606
SBW-015A,1.456996,103.81497
SBW-015B,1.457145,103.815196
SBW-015C,1.456544,103.815711
SBW-015D,1.456457,103.815788
SBW-015E,1.456051,103.816072
SBW-015F,1.45613,103.816268
SBW-0160,1.455586,103.816054
SBW-0161,1.455164,103.816279
SBW-0162,1.455159,103.816469
SBW-0163,1.454965,103.816863
SBW-0164,1.455106,103.816834
SBW-0165,1.455268,103.817079
SBW-0166,1.456345,103.817892
SBW-0167,1.456551,103.817218
SBW-0168,1.456564,103.81701
SBW-0169,1.456444,103.816651
SBW-016A,1.453826,103.820096
SBW-016B,1.450597,103.832073
SBW-016C,1.447991,103.832613
SBW-016D,1.448205,103.832877
SBW-016E,1.44833,103.832817
SBW-016F,1.449868,103.832986
SBW-0170,1.448063,103.831323
SBW-0171,1.44667,103.8291
SBW-0172,1.446228,103.831121
SBW-0173,1.445983,103.830989
SBW-0174,1.4462,103.83247
SBW-0175,1.446052,103.832021
SBW-0176,1.447589,103.833463
SBW-0177,1.445639,103.833004
SBW-0178,1.445208,103.832568
SBW-0179,1.444698,103.831598
SBW-017A,1.447895,103.81776
SBW-017B,1.447528,103.817853
SBW-017C,1.447481,103.818529
SBW-017D,1.450555,103.820737
SBW-017E,1.450307,103.820191
SBW-017F,1.450662,103.819737
SBW-0180,1.450475,103.819092
SBW-0181,1.450024,103.818962
SBW-0182,1.449548,103.816975
SBW-0183,1.449424,103.817016
SBW-0184,1.450038,103.816865
SBW-0185,1.449517,103.815414
SBW-0186,1.44914,103.815857
SBW-0187,1.446997,103.81382
SBW-0188,1.445819,103.814058
SBW-0189,1.44487,103.815654
SBW-018A,1.444473,103.815493
SBW-018B,1.44478,103.815756
SBW-018C,1.444069,103.81706
SBW-018D,1.444232,103.816914
SBW-018E,1.443715,103.81617
SBW-018F,1.443548,103.816517
SBW-0190,1.443674,103.816248
SBW-0191,1.455432,103.814201
SBW-0192,1.455239,103.813606
SBW-0193,1.452643,103.813695
SBW-0194,1.452715,103.813934
SBW-0195,1.450512,103.814022
SBW-0196,1.450468,103.813733
SBW-0197,1.449902,103.813473
SBW-0198,1.449989,103.813683
SBW-0199,1.451397,103.821057
SBW-019A,1.451079,103.82163
SBW-019B,1.450341,103.821658
SBW-019C,1.451428,103.823763
SBW-019D,1.451811,103.823779
SBW-019E,1.452442,103.823984
SBW-019F,1.452731,103.823996
SBW-01A0,1.452409,103.820487
SBW-01A1,1.453064,103.820767
SBW-01A2,1.453526,103.820293
SBW-01A3,1.453603,103.820478
SBW-01A4,1.450646,103.825875
SBW-01A5,1.449766,103.826088
SBW-01A6,1.449705,103.825702
SBW-01A7,1.450419,103.826875
SBW-01A8,1.450304,103.826708
SBW-01A9,1.450957,103.827027
SBW-01AA,1.451705,103.827655
SBW-01AB,1.451547,103.827952
SBW-01AC,1.450307,103.831631
SBW-01AD,1.449966,103.831409
SBW-01AE,1.448064,103.832958
SBW-01AF,1.44833,103.833459
SBW-01B0,1.447987,103.832615
SBW-01B1,1.44927,103.833365
SBW-01B2,1.448278,103.83172
SBW-01B3,1.446298,103.829363
SBW-01B4,1.446363,103.831364
SBW-01B5,1.44622,103.831414
SBW-01B6,1.446481,103.831762
SBW-01B7,1.446545,103.833052
SBW-01B8,1.447903,103.833958
SBW-01B9,1.445359,103.83374
SBW-01BA,1.445476,103.833703
SBW-01BB,1.444759,103.833116
SBW-01BC,1.444772,103.833291
SBW-01BD,1.444187,103.831901
SBW-01BE,1.447871,103.817378
SBW-01BF,1.447288,103.818214
SBW-01C0,1.448019,103.818378
SBW-01C1,1.448055,103.818197
SBW-01C2,1.449994,103.820734
SBW-01C3,1.450998,103.82006
SBW-01C4,1.45023,103.81993
SBW-01C5,1.450146,103.819232
SBW-01C6,1.450398,103.818772
SBW-01C7,1.449334,103.817289
SBW-01C8,1.45042,103.817462
SBW-01C9,1.449257,103.815028
SBW-01CA,1.449228,103.815118
SBW-01CB,1.448865,103.815235
SBW-01CC,1.445669,103.813873
SBW-01CD,1.445763,103.813846
SBW-01CE,1.445639,103.813755
SBW-01CF,1.444132,103.815435
SBW-01D0,1.443904,103.817186
SBW-01D1,1.443944,103.815734
SBW-01D2,1.44397,103.816037
SBW-01D3,1.456249,103.814066
SBW-01D4,1.455178,103.813334
SBW-01D5,1.451107,103.813858
SBW-01D6,1.451154,103.813632
SBW-01D7,1.450203,103.814204
SBW-01D8,1.450038,103.814117
SBW-01D9,1.449069,103.813538
SBW-01DA,1.448464,103.813221
SBW-01DB,1.44833,103.813426
SBW-01DC,1.452044,103.821099
SBW-01DD,1.450215,103.821952
SBW-01DE,1.450714,103.823267
SBW-01DF,1.450801,103.823203
SBW-01E0,1.452899,103.82326
SBW-01E1,1.452947,103.823474
SBW-01E2,1.452538,103.820889
SBW-01E3,1.452646,103.821147
SBW-01E4,1.453272,103.82124
SBW-01E5,1.453823,103.820936
SBW-01E6,1.450529,103.82535
SBW-01E7,1.449705,103.825166
SBW-01E8,1.449689,103.825547
SBW-01E9,1.449844,103.826517
SBW-01EA,1.450034,103.827052
SBW-01EB,1.450605,103.827583
SBW-01EC,1.450886,103.827776
SBW-01ED,1.451277,103.828476
SBW-01EE,1.451407,103.828146
SBW-01EF,1.449526,103.831984
SBW-01F0,1.449759,103.83186
SBW-01F1,1.44954,103.831875
SBW-01F2,1.448782,103.833524
SBW-01F3,1.447471,103.831977
SBW-01F4,1.445948,103.829606
SBW-01F5,1.446999,103.832477
SBW-01F6,1.447506,103.834523
SBW-01F7,1.444588,103.833647
SBW-01F8,1.444449,103.833732
SBW-01F9,1.444141,103.832954
SBW-01FA,1.448518,103.814795
SBW-01FB,1.449847,103.820327
SBW-01FC,1.449942,103.820474
SBW-01FD,1.451309,103.819872
SBW-01FE,1.449859,103.820109
SBW-01FF,1.449714,103.819425
SBW-0200,1.450656,103.818152
SBW-0201,1.44922,103.817807
SBW-0202,1.449707,103.817756
SBW-0203,1.449094,103.814772
SBW-0204,1.449374,103.814596
SBW-0205,1.448684,103.814916
SBW-0206,1.446293,103.813117
SBW-0207,1.446593,103.813339
SBW-0208,1.445689,103.812992
SBW-0209,1.445718,103.812973
SBW-020A,1.445782,103.813053
SBW-020B,1.443619,103.817177
SBW-020C,1.443431,103.816859
SBW-020D,1.456149,103.814495
SBW-020E,1.455811,103.813224
SBW-020F,1.450555,103.814784
SBW-0210,1.451755,103.82172
SBW-0211,1.450723,103.822413
SBW-0212,1.450094,103.8238
SBW-0213,1.452322,103.823212
SBW-0214,1.452993,103.821543
SBW-0215,1.450631,103.82475
SBW-0216,1.449804,103.824586
SBW-0217,1.450858,103.827994
SBW-0218,1.449756,103.832243
SBW-0219,1.450132,103.832392
SBW-021A,1.445762,103.829179
SBW-021B,1.446662,103.831992
SBW-021C,1.446909,103.832214
SBW-021D,1.446774,103.832311
SBW-021E,1.446898,103.833688
SBW-021F,1.45131,103.819508
SBW-0220,1.450878,103.818644
SBW-0221,1.455853,103.813526
SBW-0222,1.450733,103.814402
SBW-0223,1.451347,103.822637
SBW-0224,1.450406,103.823911
SBW-0225,1.451562,103.823172
SBW-0226,1.449867,103.824422
SBW-0227,1.449984,103.82408
SBW-0228,1.461558,103.813463
SBW-0229,1.460698,103.811992
SBW-022A,1.457737,103.799212
SBW-022B,1.466614,103.802185
SBW-022C,1.461232,103.812807
SBW-022D,1.469469,103.811532
SBW-022E,1.468449,103.813319
SBW-022F,1.469453,103.811106
SBW-0230,1.44474,103.81635
SBW-0231,1.452856,103.81666
SBW-0233,1.444358,103.818831
SBW-0234,1.449878,103.830909
SBW-0235,1.44954,103.831574
SBW-0236,1.448056,103.832675
SBW-0237,1.448174,103.832348
SBW-0238,1.445324,103.832145
SBW-0239,1.445844,103.832444
SBW-023A,1.45038,103.816234
SBW-023C,1.466458,103.810663
SBW-023D,1.462229,103.80392
SBW-023E,1.462085,103.803797
SBW-023F,1.45775,103.80289
SBW-0240,1.445714,103.819731
SBW-0241,1.446405,103.814821
SBW-0242,1.446491,103.811802
SBW-0243,1.446274,103.812065
SBW-0244,1.466621,103.809152
SBW-0245,1.458306,103.835965
SBW-0246,1.454593,103.816469
SBW-0247,1.456164,103.818137
SBW-0248,1.467607,103.803729
SBW-0249,1.444977,103.816352
SBW-024A,1.462027,103.817766
SBW-024B,1.448015,103.813608
SBW-024C,1.449253,103.826757
SBW-024D,1.464553,103.805929
SBW-024E,1.451396,103.819224
SBW-024F,1.448131,103.80719
SBW-0250,1.449778,103.805284
SBW-0251,1.446846,103.822747
SBW-0252,1.450128,103.815904
SBW-0253,1.446656,103.809825
SBW-0254,1.460592,103.815365
SBW-0255,1.461456,103.81454
SBW-0257,1.455867,103.818084
SBW-0258,1.451608,103.828619
SBW-0259,1.445218,103.819674
SBW-025C,1.45134,103.821025
SBW-025D,1.445147,103.82635
SBW-025E,1.447096,103.821087
SBW-025F,1.455751,103.814983
SBW-0260,1.449994,103.822792
SBW-0261,1.436281,103.828556
SBW-0262,1.443111,103.829386
SBW-0265,1.443487,103.829982
SBW-0266,1.444024,103.830757
SBW-0267,1.444037,103.830731
SBW-0268,1.444049,103.830739
SBW-0269,1.443781,103.830355
SBW-026A,1.443775,103.830345
SBW-026B,1.443303,103.831029
SBW-026C,1.443381,103.831258
SBW-026D,1.443389,103.831251
SBW-026E,1.443404,103.831238
SBW-026F,1.443412,103.831238
SBW-0270,1.442652,103.831012
SBW-0271,1.442711,103.830956
SBW-0272,1.442716,103.830967
SBW-0273,1.445479,103.834999
SBW-0274,1.444398,103.829778
SBW-0275,1.445424,103.829875
SBW-0276,1.445427,103.829825
SBW-0277,1.444716,103.83014
SBW-0278,1.44499,103.830582
SBW-0279,1.444524,103.829631
SBW-027A,1.444438,103.829696
SBW-027B,1.445222,103.829494
SBW-027C,1.44524,103.829574
SBW-027D,1.445272,103.835076
SBW-027E,1.445715,103.835154
SBW-027F,1.445709,103.83525
SBW-0280,1.445783,103.835356
SBW-0281,1.445844,103.835414
SBW-0282,1.446084,103.835311
SBW-0283,1.446135,103.835366
SBW-0284,1.446161,103.834951
SBW-0285,1.446776,103.835019
SBW-0286,1.446646,103.835118
SBW-0287,1.446643,103.834707
SBW-0288,1.451094,103.832189
SBW-0289,1.451071,103.832311
SBW-028A,1.451151,103.831588
SBW-028B,1.451136,103.831524
SBW-028C,1.451089,103.831604
SBW-028D,1.451729,103.831693
SBW-028E,1.45186,103.831682
SBW-028F,1.45171,103.830745
SBW-0290,1.451858,103.830729
SBW-0291,1.450874,103.830994
SBW-0292,1.450821,103.831054
SBW-0293,1.45064,103.831257
SBW-0294,1.450634,103.831205
SBW-0295,1.450616,103.83118
SBW-0296,1.450588,103.831177
SBW-0297,1.449254,103.821216
SBW-0298,1.449277,103.821268
SBW-0299,1.448372,103.830064
SBW-029A,1.449101,103.829377
SBW-029B,1.447813,103.829728
SBW-029C,1.448612,103.829169
SBW-029D,1.457223,103.81533
SBW-029E,1.454032,103.820533
SBW-029F,1.454072,103.819849
SBW-02A0,1.451593,103.830284
SBW-02A1,1.451576,103.830319
SBW-02A2,1.451216,103.832219
SBW-02A3,1.451062,103.832283
SBW-02A4,1.451163,103.832425
SBW-02A5,1.450847,103.830916
SBW-02A6,1.450356,103.832145
SBW-02A7,1.45034,103.832159
SBW-02A8,1.449723,103.833061
SBW-02A9,1.452024,103.820938
SBW-02AA,1.451274,103.821173
SBW-02AB,1.450892,103.821413
SBW-02AC,1.452288,103.823915
SBW-02AD,1.453078,103.823956
SBW-02AE,1.452631,103.820527
SBW-02AF,1.452598,103.820415
SBW-02B0,1.453204,103.82074
SBW-02B1,1.453632,103.82045
SBW-02B2,1.450326,103.82581
SBW-02B3,1.449928,103.825965
SBW-02B4,1.449832,103.826049
SBW-02B5,1.451711,103.8276
SBW-02B6,1.451855,103.83139
SBW-02B7,1.451214,103.831488
SBW-02B8,1.451204,103.831396
SBW-02B9,1.450462,103.831206
SBW-02BA,1.450142,103.831482
SBW-02BB,1.450131,103.831455
SBW-02BC,1.449144,103.833401
SBW-02BD,1.452094,103.821662
SBW-02BE,1.452783,103.822951
SBW-02BF,1.453335,103.821167
SBW-02C0,1.453864,103.820902
SBW-02C1,1.450463,103.824878
SBW-02C2,1.449866,103.825465
SBW-02C3,1.45022,103.82724
SBW-02C4,1.450858,103.827148
SBW-02C5,1.450904,103.827807
SBW-02C6,1.451403,103.82843
SBW-02C7,1.449723,103.831951
SBW-02C8,1.451606,103.823391
SBW-02C9,1.453018,103.821444
SBW-02CA,1.452969,103.821333
SBW-02CB,1.450438,103.824555
SBW-02CC,1.449929,103.824895
SBW-02CD,1.44977,103.826401
SBW-02CE,1.449558,103.832222
SBW-02CF,1.449571,103.832238
SBW-02D0,1.451141,103.822199
SBW-02D1,1.45124,103.822901
SBW-02D2,1.451246,103.82312
SBW-02D3,1.450076,103.824386
SBW-02D4,1.443237,103.821947
SBW-02D5,1.443636,103.82289
SBW-02D6,1.442625,103.822103
SBW-02D7,1.443534,103.823201
SBW-02D8,1.442402,103.822551
SBW-02D9,1.442974,103.823236
SBW-02DA,1.44226,103.822729
SBW-02DB,1.442419,103.823431
SGK-0001,1.424896,103.762289
SGK-0002,1.425168,103.762507
SGK-0003,1.411637,103.761309
SGK-0005,1.411873,103.757655
SGK-0006,1.389075,103.753012
SGK-0007,1.438162,103.742859
SGK-0009,1.410327,103.769921
SGK-000A,1.424644,103.760964
SGK-000B,1.424363,103.761543
SGK-000C,1.438701,103.766553
SGK-000D,1.433699,103.761952
SGK-000E,1.433287,103.755542
SGK-000F,1.429211,103.750416
SGK-0010,1.408076,103.746316
SGK-0011,1.414729,103.751517
SGK-0013,1.423074,103.750222
SGK-0014,1.428833,103.74744
SGK-0015,1.423732,103.749876
SGK-0016,1.417947,103.754792
SGK-0017,1.406965,103.758741
